FirstDateOfWeek,LastDateOfWeek,MMWRweek,MMWRyear,Disease,Place_name,Cases,Cases_Label,ReportWeekBegin,ReportWeekEnd,ReportWeek,ReportYear,RunDate
2023-11-26,2023-12-02,48,2023,Chlamydia,Oregon,284,284,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-11-26,2023-12-02,48,2023,Congenital syphilis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-11-26,2023-12-02,48,2023,Early syphilis,Oregon,20,20,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-11-26,2023-12-02,48,2023,Gonorrhea,Oregon,87,87,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-11-26,2023-12-02,48,2023,Hepatitis A,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-11-26,2023-12-02,48,2023,Hepatitis C (chronic),Oregon,56,56,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-11-26,2023-12-02,48,2023,HUS,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-11-26,2023-12-02,48,2023,Listeriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-11-26,2023-12-02,48,2023,Malaria,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-11-26,2023-12-02,48,2023,Measles,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-11-26,2023-12-02,48,2023,Mumps,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-11-26,2023-12-02,48,2023,Yersiniosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-03,2023-12-09,49,2023,Campylobacteriosis,Oregon,19,19,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-03,2023-12-09,49,2023,Childhood lead poisoning,Oregon,,1 to 5,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-02-18,2024-02-24,8,2024,Lyme disease,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-02-18,2024-02-24,8,2024,Meningococcal disease,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-02-18,2024-02-24,8,2024,Shigellosis,Oregon,4,4,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-02-18,2024-02-24,8,2024,West Nile virus,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-02-25,2024-03-02,9,2024,CRE,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-02-25,2024-03-02,9,2024,Cryptococcosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-02-25,2024-03-02,9,2024,E. coli (STEC),Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-02-25,2024-03-02,9,2024,Extrapulmonary NTM,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-02-25,2024-03-02,9,2024,Giardiasis,Oregon,13,13,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-02-25,2024-03-02,9,2024,Salmonellosis,Oregon,7,7,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-02-25,2024-03-02,9,2024,Tuberculosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-03,2024-03-09,10,2024,Congenital syphilis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-03,2024-03-09,10,2024,Cryptosporidiosis,Oregon,5,5,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-03,2024-03-09,10,2024,Hepatitis B (acute),Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-03,2024-03-09,10,2024,HUS,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-03,2024-03-09,10,2024,Listeriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-03,2024-03-09,10,2024,Meningococcal disease,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-03,2024-03-09,10,2024,Mpox,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-03,2024-03-09,10,2024,Pertussis,Oregon,9,9,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-03,2024-03-09,10,2024,Pesticide Poisoning,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-03,2024-03-09,10,2024,Shigellosis,Oregon,12,12,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-10,2024-03-16,11,2024,Campylobacteriosis,Oregon,19,19,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-10,2024-03-16,11,2024,Chlamydia,Oregon,264,264,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-10,2024-03-16,11,2024,Early syphilis,Oregon,19,19,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-10,2024-03-16,11,2024,Haemophilus influenzae,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-10,2024-03-16,11,2024,Hepatitis C (chronic),Oregon,64,64,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-10,2024-03-16,11,2024,HIV,Oregon,5,5,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-10,2024-03-16,11,2024,Malaria,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-10,2024-03-16,11,2024,Measles,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-17,2024-03-23,12,2024,Coccidioidomycosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-17,2024-03-23,12,2024,Gonorrhea,Oregon,58,58,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-17,2024-03-23,12,2024,Hepatitis A,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-17,2024-03-23,12,2024,Listeriosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-17,2024-03-23,12,2024,Mumps,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-17,2024-03-23,12,2024,Pesticide Poisoning,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-17,2024-03-23,12,2024,Tuberculosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-17,2024-03-23,12,2024,Vibriosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-17,2024-03-23,12,2024,Yersiniosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-24,2024-03-30,13,2024,Adult lead poisoning,Oregon,11,11,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-24,2024-03-30,13,2024,Childhood lead poisoning,Oregon,6,6,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-24,2024-03-30,13,2024,Haemophilus influenzae,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-24,2024-03-30,13,2024,Hepatitis B (chronic),Oregon,8,8,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-24,2024-03-30,13,2024,Hepatitis C (acute),Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-24,2024-03-30,13,2024,HIV,Oregon,4,4,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-24,2024-03-30,13,2024,Legionellosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-24,2024-03-30,13,2024,Lyme disease,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-24,2024-03-30,13,2024,Meningococcal disease,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-24,2024-03-30,13,2024,West Nile virus,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-31,2024-04-06,14,2024,Coccidioidomycosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-31,2024-04-06,14,2024,CRE,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-31,2024-04-06,14,2024,Cryptococcosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-01,2024-09-07,36,2024,Early syphilis,Oregon,11,11,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-01,2024-09-07,36,2024,Gonorrhea,Oregon,74,74,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-01,2024-09-07,36,2024,Hepatitis A,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-01,2024-09-07,36,2024,Hepatitis C (chronic),Oregon,47,47,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-01,2024-09-07,36,2024,HUS,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-01,2024-09-07,36,2024,Listeriosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-01,2024-09-07,36,2024,Malaria,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-01,2024-09-07,36,2024,Measles,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-01,2024-09-07,36,2024,Mumps,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-01,2024-09-07,36,2024,Yersiniosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-08,2024-09-14,37,2024,Campylobacteriosis,Oregon,28,28,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-08,2024-09-14,37,2024,Childhood lead poisoning,Oregon,13,13,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-08,2024-09-14,37,2024,Chlamydia,Oregon,296,296,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-08,2024-09-14,37,2024,CRE,Oregon,5,5,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-08,2024-09-14,37,2024,Giardiasis,Oregon,9,9,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-08,2024-09-14,37,2024,Gonorrhea,Oregon,96,96,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-08,2024-09-14,37,2024,Hepatitis A,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-08,2024-09-14,37,2024,Measles,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-08,2024-09-14,37,2024,Mumps,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-08,2024-09-14,37,2024,Yersiniosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-15,2024-09-21,38,2024,Childhood lead poisoning,Oregon,6,6,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-15,2024-09-21,38,2024,CRE,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-15,2024-09-21,38,2024,Giardiasis,Oregon,11,11,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-15,2024-09-21,38,2024,Legionellosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-15,2024-09-21,38,2024,Mumps,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-15,2024-09-21,38,2024,Yersiniosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-22,2024-09-28,39,2024,CRE,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-22,2024-09-28,39,2024,Cryptosporidiosis,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-22,2024-09-28,39,2024,Extrapulmonary NTM,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-22,2024-09-28,39,2024,Giardiasis,Oregon,5,5,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-22,2024-09-28,39,2024,Hepatitis B (acute),Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-22,2024-09-28,39,2024,Legionellosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-22,2024-09-28,39,2024,Mpox,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-22,2024-09-28,39,2024,Pertussis,Oregon,17,17,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-29,2024-10-05,40,2024,Cryptosporidiosis,Oregon,4,4,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-29,2024-10-05,40,2024,Extrapulmonary NTM,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-29,2024-10-05,40,2024,Hepatitis B (acute),Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-29,2024-10-05,40,2024,Mpox,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-29,2024-10-05,40,2024,Pertussis,Oregon,44,44,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-29,2024-10-05,40,2024,Pesticide Poisoning,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-06,2024-10-12,41,2024,Cryptosporidiosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-06,2024-10-12,41,2024,Extrapulmonary NTM,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-06,2024-10-12,41,2024,Haemophilus influenzae,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-06,2024-10-12,41,2024,HIV,Oregon,4,4,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-06,2024-10-12,41,2024,Mpox,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-06,2024-10-12,41,2024,Pertussis,Oregon,27,27,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-06,2024-10-12,41,2024,Pesticide Poisoning,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-06,2024-10-12,41,2024,Vibriosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-13,2024-10-19,42,2024,Coccidioidomycosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-13,2024-10-19,42,2024,Haemophilus influenzae,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-13,2024-10-19,42,2024,HIV,Oregon,4,4,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-13,2024-10-19,42,2024,Pesticide Poisoning,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-15,2024-09-21,38,2024,Vibriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-22,2024-09-28,39,2024,Campylobacteriosis,Oregon,14,14,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-22,2024-09-28,39,2024,Childhood lead poisoning,Oregon,,1 to 5,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-22,2024-09-28,39,2024,Chlamydia,Oregon,321,321,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-22,2024-09-28,39,2024,Early syphilis,Oregon,8,8,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-22,2024-09-28,39,2024,Haemophilus influenzae,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-22,2024-09-28,39,2024,Hepatitis C (chronic),Oregon,51,51,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-22,2024-09-28,39,2024,HIV,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-22,2024-09-28,39,2024,Malaria,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-22,2024-09-28,39,2024,Measles,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-29,2024-10-05,40,2024,Coccidioidomycosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-29,2024-10-05,40,2024,CRE,Oregon,5,5,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-29,2024-10-05,40,2024,Cryptococcosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-29,2024-10-05,40,2024,Giardiasis,Oregon,6,6,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-29,2024-10-05,40,2024,Gonorrhea,Oregon,89,89,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-29,2024-10-05,40,2024,Hepatitis A,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-29,2024-10-05,40,2024,Mumps,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-29,2024-10-05,40,2024,Salmonellosis,Oregon,20,20,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-29,2024-10-05,40,2024,Tuberculosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-29,2024-10-05,40,2024,Vibriosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-09-29,2024-10-05,40,2024,Yersiniosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-06,2024-10-12,41,2024,Adult lead poisoning,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-06,2024-10-12,41,2024,Childhood lead poisoning,Oregon,,1 to 5,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-06,2024-10-12,41,2024,Hepatitis B (acute),Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-06,2024-10-12,41,2024,Hepatitis B (chronic),Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-06,2024-10-12,41,2024,Hepatitis C (acute),Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-06,2024-10-12,41,2024,Legionellosis,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-06,2024-10-12,41,2024,Lyme disease,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-06,2024-10-12,41,2024,Meningococcal disease,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-06,2024-10-12,41,2024,Shigellosis,Oregon,10,10,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-06,2024-10-12,41,2024,West Nile virus,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-13,2024-10-19,42,2024,CRE,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-13,2024-10-19,42,2024,Cryptococcosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-13,2024-10-19,42,2024,E. coli (STEC),Oregon,12,12,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-13,2024-10-19,42,2024,Extrapulmonary NTM,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-13,2024-10-19,42,2024,Giardiasis,Oregon,5,5,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-13,2024-10-19,42,2024,Salmonellosis,Oregon,13,13,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-13,2024-10-19,42,2024,Tuberculosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-20,2024-10-26,43,2024,Congenital syphilis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-20,2024-10-26,43,2024,Cryptosporidiosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-20,2024-10-26,43,2024,Hepatitis B (acute),Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-20,2024-10-26,43,2024,HUS,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-20,2024-10-26,43,2024,Listeriosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-20,2024-10-26,43,2024,Mpox,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-20,2024-10-26,43,2024,Pertussis,Oregon,37,37,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-20,2024-10-26,43,2024,Pesticide Poisoning,Oregon,5,5,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-20,2024-10-26,43,2024,Shigellosis,Oregon,11,11,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-20,2024-10-26,43,2024,Vibriosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-27,2024-11-02,44,2024,Campylobacteriosis,Oregon,21,21,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-27,2024-11-02,44,2024,Childhood lead poisoning,Oregon,,1 to 5,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-10-27,2024-11-02,44,2024,Chlamydia,Oregon,268,268,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-03,2023-12-09,49,2023,Chlamydia,Oregon,328,328,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-03,2023-12-09,49,2023,Early syphilis,Oregon,19,19,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-03,2023-12-09,49,2023,Gonorrhea,Oregon,129,129,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-03,2023-12-09,49,2023,Hepatitis A,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-03,2023-12-09,49,2023,Listeriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-03,2023-12-09,49,2023,Malaria,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-03,2023-12-09,49,2023,Measles,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-03,2023-12-09,49,2023,Mumps,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-03,2023-12-09,49,2023,Yersiniosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-10,2023-12-16,50,2023,Childhood lead poisoning,Oregon,,1 to 5,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-10,2023-12-16,50,2023,CRE,Oregon,6,6,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-10,2023-12-16,50,2023,Giardiasis,Oregon,4,4,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-10,2023-12-16,50,2023,Hepatitis A,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-10,2023-12-16,50,2023,Legionellosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-10,2023-12-16,50,2023,Mumps,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-10,2023-12-16,50,2023,Yersiniosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-17,2023-12-23,51,2023,CRE,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-17,2023-12-23,51,2023,Extrapulmonary NTM,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-17,2023-12-23,51,2023,Giardiasis,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-17,2023-12-23,51,2023,Hepatitis B (acute),Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-17,2023-12-23,51,2023,Legionellosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-17,2023-12-23,51,2023,Mpox,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-17,2023-12-23,51,2023,Pertussis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-24,2023-12-30,52,2023,Cryptosporidiosis,Oregon,5,5,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-24,2023-12-30,52,2023,Extrapulmonary NTM,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-24,2023-12-30,52,2023,Hepatitis B (acute),Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-24,2023-12-30,52,2023,Legionellosis,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-24,2023-12-30,52,2023,Mpox,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-24,2023-12-30,52,2023,Pertussis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-24,2023-12-30,52,2023,Pesticide Poisoning,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-31,2024-01-06,1,2024,CRE,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-31,2024-01-06,1,2024,Cryptosporidiosis,Oregon,5,5,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-31,2024-01-06,1,2024,Extrapulmonary NTM,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-31,2024-01-06,1,2024,Giardiasis,Oregon,6,6,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-31,2024-01-06,1,2024,Hepatitis B (acute),Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-31,2024-01-06,1,2024,Legionellosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-31,2024-01-06,1,2024,Mpox,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2023-12-31,2024-01-06,1,2024,Pertussis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-01-07,2024-01-13,2,2024,Cryptosporidiosis,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-01-07,2024-01-13,2,2024,Extrapulmonary NTM,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-01-07,2024-01-13,2,2024,Hepatitis B (acute),Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-01-07,2024-01-13,2,2024,Mpox,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-01-07,2024-01-13,2,2024,Pertussis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-01-07,2024-01-13,2,2024,Pesticide Poisoning,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-01-07,2024-01-13,2,2024,Vibriosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-01-14,2024-01-20,3,2024,Cryptosporidiosis,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-01-14,2024-01-20,3,2024,Haemophilus influenzae,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-01-14,2024-01-20,3,2024,HIV,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-01-14,2024-01-20,3,2024,Pesticide Poisoning,Oregon,0,0,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-01-14,2024-01-20,3,2024,Vibriosis,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-01-21,2024-01-27,4,2024,Adult lead poisoning,Oregon,2,2,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-31,2024-04-06,14,2024,E. coli (STEC),Oregon,5,5,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-31,2024-04-06,14,2024,Extrapulmonary NTM,Oregon,1,1,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-31,2024-04-06,14,2024,Giardiasis,Oregon,7,7,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-31,2024-04-06,14,2024,Salmonellosis,Oregon,11,11,2026-01-11,2026-01-17,2,2026,2026-01-21
2024-03-31,2024-04-06,14,2024,Tuberculosis,Oregon,3,3,2026-01-11,2026-01-17,2,2026,2026-01-21
