IndexNumber,FirstDateOfWeek,LastDateOfWeek,MMWRweek,MMWRyear,Disease,Cases
10165,2025-06-08,2025-06-14,24,2025,Vibriosis,0
10166,2025-06-15,2025-06-21,25,2025,Adult lead poisoning,2
10167,2025-06-15,2025-06-21,25,2025,Coccidioidomycosis,2
10168,2025-06-15,2025-06-21,25,2025,Cryptococcosis,1
10169,2025-06-15,2025-06-21,25,2025,Haemophilus influenzae,1
10170,2025-06-15,2025-06-21,25,2025,Hepatitis B (chronic),5
10171,2025-06-15,2025-06-21,25,2025,Hepatitis C (acute),0
10172,2025-06-15,2025-06-21,25,2025,HIV,4
10173,2025-06-15,2025-06-21,25,2025,Lyme disease,0
10174,2025-06-15,2025-06-21,25,2025,Salmonellosis,16
10175,2025-06-15,2025-06-21,25,2025,Tuberculosis,3
10176,2025-06-15,2025-06-21,25,2025,Vibriosis,3
10177,2025-06-15,2025-06-21,25,2025,West Nile virus,0
10178,2025-06-22,2025-06-28,26,2025,Adult lead poisoning,1
10179,2025-06-22,2025-06-28,26,2025,Coccidioidomycosis,1
10180,2025-06-22,2025-06-28,26,2025,Cryptococcosis,1
10181,2025-06-22,2025-06-28,26,2025,E. coli (STEC),7
10182,2025-06-22,2025-06-28,26,2025,Hepatitis B (chronic),5
10183,2025-06-22,2025-06-28,26,2025,Hepatitis C (acute),1
10184,2025-06-22,2025-06-28,26,2025,Lyme disease,0
10185,2025-06-22,2025-06-28,26,2025,Meningococcal disease,0
10186,2025-06-22,2025-06-28,26,2025,Salmonellosis,13
10187,2025-06-22,2025-06-28,26,2025,Shigellosis,2
10188,2025-06-22,2025-06-28,26,2025,Tuberculosis,1
10189,2025-06-22,2025-06-28,26,2025,West Nile virus,0
10190,2025-06-15,2025-06-21,25,2025,Meningococcal disease,0
10191,2025-06-15,2025-06-21,25,2025,Mpox,0
10192,2025-06-15,2025-06-21,25,2025,Pertussis,29
10193,2025-06-15,2025-06-21,25,2025,Pesticide Poisoning,2
10194,2025-06-15,2025-06-21,25,2025,Shigellosis,6
10195,2025-06-22,2025-06-28,26,2025,Campylobacteriosis,37
10196,2025-06-22,2025-06-28,26,2025,Chlamydia,234
10197,2025-06-22,2025-06-28,26,2025,Early syphilis,13
10198,2025-06-22,2025-06-28,26,2025,Haemophilus influenzae,3
10199,2025-06-22,2025-06-28,26,2025,Hepatitis C (chronic),34
10200,2025-06-22,2025-06-28,26,2025,HIV,5
10201,2025-06-22,2025-06-28,26,2025,Malaria,0
10202,2025-06-22,2025-06-28,26,2025,Measles,0
10203,2025-06-29,2025-07-05,27,2025,Coccidioidomycosis,0
10204,2025-06-29,2025-07-05,27,2025,Gonorrhea,71
10205,2025-06-29,2025-07-05,27,2025,Hepatitis A,1
10206,2025-06-29,2025-07-05,27,2025,Listeriosis,1
10207,2025-06-29,2025-07-05,27,2025,Mumps,0
10208,2025-06-29,2025-07-05,27,2025,Pesticide Poisoning,6
10209,2025-06-29,2025-07-05,27,2025,Tuberculosis,2
10210,2025-06-29,2025-07-05,27,2025,Vibriosis,4
10211,2025-06-29,2025-07-05,27,2025,Yersiniosis,2
10212,2025-07-06,2025-07-12,28,2025,Adult lead poisoning,5
10213,2025-07-06,2025-07-12,28,2025,Childhood lead poisoning,3
10214,2025-07-06,2025-07-12,28,2025,Haemophilus influenzae,0
10215,2025-07-06,2025-07-12,28,2025,Hepatitis B (chronic),6
10216,2025-07-06,2025-07-12,28,2025,Hepatitis C (acute),2
10217,2025-07-06,2025-07-12,28,2025,HIV,3
10218,2025-07-06,2025-07-12,28,2025,Legionellosis,3
10219,2025-07-06,2025-07-12,28,2025,Lyme disease,2
10220,2025-07-06,2025-07-12,28,2025,Meningococcal disease,0
10221,2025-07-06,2025-07-12,28,2025,West Nile virus,0
10222,2025-07-13,2025-07-19,29,2025,Coccidioidomycosis,1
10223,2025-07-13,2025-07-19,29,2025,CRE,0
10224,2025-07-13,2025-07-19,29,2025,Cryptococcosis,0
10225,2025-07-13,2025-07-19,29,2025,E. coli (STEC),11
10226,2025-07-13,2025-07-19,29,2025,Extrapulmonary NTM,0
10227,2025-07-13,2025-07-19,29,2025,Giardiasis,14
10228,2025-07-13,2025-07-19,29,2025,Salmonellosis,22
10229,2025-07-13,2025-07-19,29,2025,Tuberculosis,4
10230,2025-07-20,2025-07-26,30,2025,Congenital syphilis,2
10231,2025-07-20,2025-07-26,30,2025,Cryptosporidiosis,4
10232,2025-01-19,2025-01-25,4,2025,Congenital syphilis,1
10233,2025-01-19,2025-01-25,4,2025,Cryptosporidiosis,2
10234,2025-01-19,2025-01-25,4,2025,Gonorrhea,98
10235,2025-01-19,2025-01-25,4,2025,Hepatitis A,0
10236,2025-01-19,2025-01-25,4,2025,Hepatitis B (acute),0
10237,2025-01-19,2025-01-25,4,2025,HUS,0
10238,2025-01-19,2025-01-25,4,2025,Listeriosis,1
10239,2025-01-19,2025-01-25,4,2025,Mpox,0
10240,2025-01-19,2025-01-25,4,2025,Pertussis,52
10241,2025-01-19,2025-01-25,4,2025,Pesticide Poisoning,2
10242,2025-01-19,2025-01-25,4,2025,Vibriosis,0
10243,2025-01-26,2025-02-01,5,2025,Campylobacteriosis,18
10244,2025-01-26,2025-02-01,5,2025,Childhood lead poisoning,9
10245,2025-01-26,2025-02-01,5,2025,Chlamydia,279
10246,2025-01-26,2025-02-01,5,2025,Early syphilis,17
10247,2025-01-26,2025-02-01,5,2025,Haemophilus influenzae,2
10248,2025-01-26,2025-02-01,5,2025,Hepatitis C (chronic),60
10249,2025-01-26,2025-02-01,5,2025,HIV,3
10250,2025-01-26,2025-02-01,5,2025,Malaria,0
10251,2025-01-26,2025-02-01,5,2025,Measles,0
10252,2025-02-02,2025-02-08,6,2025,Coccidioidomycosis,2
10253,2025-02-02,2025-02-08,6,2025,CRE,6
10254,2025-02-02,2025-02-08,6,2025,Cryptococcosis,0
10255,2025-02-02,2025-02-08,6,2025,Giardiasis,3
10256,2025-02-02,2025-02-08,6,2025,Gonorrhea,90
10257,2025-02-02,2025-02-08,6,2025,Hepatitis A,2
10258,2025-02-02,2025-02-08,6,2025,Mumps,0
10259,2025-02-02,2025-02-08,6,2025,Salmonellosis,5
10260,2025-02-02,2025-02-08,6,2025,Tuberculosis,0
10261,2025-02-02,2025-02-08,6,2025,Yersiniosis,2
10262,2025-02-09,2025-02-15,7,2025,Adult lead poisoning,2
10263,2025-02-09,2025-02-15,7,2025,Hepatitis B (acute),0
10264,2025-02-09,2025-02-15,7,2025,Hepatitis B (chronic),12
10265,2025-02-09,2025-02-15,7,2025,Hepatitis C (acute),0
10266,2025-02-09,2025-02-15,7,2025,Legionellosis,1
10267,2025-02-09,2025-02-15,7,2025,Lyme disease,0
10268,2025-02-09,2025-02-15,7,2025,Meningococcal disease,0
10269,2025-02-09,2025-02-15,7,2025,Mpox,1
10270,2025-02-09,2025-02-15,7,2025,Pertussis,41
10271,2025-02-09,2025-02-15,7,2025,Shigellosis,6
10272,2025-02-09,2025-02-15,7,2025,West Nile virus,0
10273,2025-02-16,2025-02-22,8,2025,Cryptococcosis,1
10274,2024-09-01,2024-09-07,36,2024,Haemophilus influenzae,0
10275,2024-09-01,2024-09-07,36,2024,HIV,4
10276,2024-09-01,2024-09-07,36,2024,Pesticide Poisoning,1
10277,2024-09-01,2024-09-07,36,2024,Vibriosis,2
10278,2024-09-08,2024-09-14,37,2024,Adult lead poisoning,1
10279,2024-09-08,2024-09-14,37,2024,Coccidioidomycosis,1
10280,2024-09-08,2024-09-14,37,2024,Haemophilus influenzae,1
10281,2024-09-08,2024-09-14,37,2024,HIV,3
10282,2024-09-08,2024-09-14,37,2024,Lyme disease,1
10283,2024-09-08,2024-09-14,37,2024,Salmonellosis,7
10284,2024-09-08,2024-09-14,37,2024,Tuberculosis,3
10285,2024-09-08,2024-09-14,37,2024,Vibriosis,2
10286,2024-09-08,2024-09-14,37,2024,West Nile virus,0
10287,2024-09-15,2024-09-21,38,2024,Adult lead poisoning,3
10288,2024-09-15,2024-09-21,38,2024,Coccidioidomycosis,1
10289,2024-09-15,2024-09-21,38,2024,Cryptococcosis,1
10290,2024-09-15,2024-09-21,38,2024,E. coli (STEC),6
10291,2024-09-15,2024-09-21,38,2024,Hepatitis B (chronic),7
10292,2024-09-15,2024-09-21,38,2024,Hepatitis C (acute),0
10293,2024-09-15,2024-09-21,38,2024,Lyme disease,0
10294,2024-09-15,2024-09-21,38,2024,Meningococcal disease,0
10295,2024-09-15,2024-09-21,38,2024,Salmonellosis,21
10296,2024-09-15,2024-09-21,38,2024,Shigellosis,5
10297,2024-09-15,2024-09-21,38,2024,Tuberculosis,4
10298,2024-09-15,2024-09-21,38,2024,West Nile virus,0
10299,2024-09-22,2024-09-28,39,2024,Adult lead poisoning,6
10300,2024-09-22,2024-09-28,39,2024,Cryptococcosis,1
10301,2024-09-22,2024-09-28,39,2024,E. coli (STEC),14
10302,2024-09-22,2024-09-28,39,2024,Hepatitis B (chronic),9
10303,2024-09-22,2024-09-28,39,2024,Hepatitis C (acute),0
10304,2024-09-22,2024-09-28,39,2024,Lyme disease,0
10305,2024-09-22,2024-09-28,39,2024,Meningococcal disease,0
10306,2024-09-22,2024-09-28,39,2024,Salmonellosis,6
10307,2024-09-22,2024-09-28,39,2024,Shigellosis,11
10308,2024-09-22,2024-09-28,39,2024,Tuberculosis,1
10309,2024-09-22,2024-09-28,39,2024,West Nile virus,0
10310,2024-09-29,2024-10-05,40,2024,Campylobacteriosis,20
10311,2024-09-29,2024-10-05,40,2024,Chlamydia,259
10312,2024-09-29,2024-10-05,40,2024,Congenital syphilis,1
10313,2024-09-29,2024-10-05,40,2024,E. coli (STEC),7
10314,2024-09-29,2024-10-05,40,2024,Early syphilis,10
10315,2024-09-29,2024-10-05,40,2024,Hepatitis C (chronic),42
10316,2024-09-29,2024-10-05,40,2024,HUS,1
10317,2024-09-29,2024-10-05,40,2024,Listeriosis,1
10318,2024-09-29,2024-10-05,40,2024,Malaria,0
10319,2024-09-29,2024-10-05,40,2024,Measles,0
10320,2024-09-29,2024-10-05,40,2024,Meningococcal disease,0
10321,2024-09-29,2024-10-05,40,2024,Shigellosis,8
10322,2024-10-06,2024-10-12,41,2024,Campylobacteriosis,21
10323,2024-10-06,2024-10-12,41,2024,Chlamydia,246
10324,2025-06-29,2025-07-05,27,2025,Congenital syphilis,2
10325,2025-06-29,2025-07-05,27,2025,Cryptococcosis,0
10326,2025-06-29,2025-07-05,27,2025,E. coli (STEC),6
10327,2025-06-29,2025-07-05,27,2025,Hepatitis B (chronic),5
10328,2025-06-29,2025-07-05,27,2025,Hepatitis C (acute),0
10329,2025-06-29,2025-07-05,27,2025,HUS,0
10330,2025-06-29,2025-07-05,27,2025,Lyme disease,0
10331,2025-06-29,2025-07-05,27,2025,Meningococcal disease,0
10332,2025-06-29,2025-07-05,27,2025,Salmonellosis,13
10333,2025-06-29,2025-07-05,27,2025,Shigellosis,12
10334,2025-06-29,2025-07-05,27,2025,West Nile virus,0
10335,2025-07-06,2025-07-12,28,2025,Campylobacteriosis,37
10336,2025-07-06,2025-07-12,28,2025,Chlamydia,198
10337,2025-07-06,2025-07-12,28,2025,Congenital syphilis,0
10338,2025-07-06,2025-07-12,28,2025,E. coli (STEC),8
10339,2025-07-06,2025-07-12,28,2025,Early syphilis,11
10340,2025-07-06,2025-07-12,28,2025,Gonorrhea,81
10341,2025-07-06,2025-07-12,28,2025,Hepatitis C (chronic),35
10342,2025-07-06,2025-07-12,28,2025,HUS,0
10343,2025-07-06,2025-07-12,28,2025,Listeriosis,0
10344,2025-07-06,2025-07-12,28,2025,Malaria,0
10345,2025-07-06,2025-07-12,28,2025,Measles,0
10346,2025-07-06,2025-07-12,28,2025,Shigellosis,8
10347,2025-07-13,2025-07-19,29,2025,Campylobacteriosis,44
10348,2025-07-13,2025-07-19,29,2025,Childhood lead poisoning,7
10349,2025-07-13,2025-07-19,29,2025,Chlamydia,227
10350,2025-07-13,2025-07-19,29,2025,Congenital syphilis,0
10351,2025-07-13,2025-07-19,29,2025,Early syphilis,10
10352,2025-07-13,2025-07-19,29,2025,Gonorrhea,69
10353,2025-07-13,2025-07-19,29,2025,Hepatitis A,0
10354,2025-07-13,2025-07-19,29,2025,Hepatitis C (chronic),48
10355,2025-07-13,2025-07-19,29,2025,HUS,0
10356,2025-07-13,2025-07-19,29,2025,Listeriosis,0
10357,2025-07-13,2025-07-19,29,2025,Malaria,0
10358,2025-07-13,2025-07-19,29,2025,Measles,0
10359,2025-07-13,2025-07-19,29,2025,Mumps,0
10360,2025-07-13,2025-07-19,29,2025,Yersiniosis,2
10361,2025-07-20,2025-07-26,30,2025,Campylobacteriosis,37
10362,2025-07-20,2025-07-26,30,2025,Childhood lead poisoning,3
10363,2025-07-20,2025-07-26,30,2025,Chlamydia,250
10364,2025-07-20,2025-07-26,30,2025,CRE,5
10365,2025-07-20,2025-07-26,30,2025,Early syphilis,10
10366,2025-07-20,2025-07-26,30,2025,Hepatitis B (acute),1
10367,2025-07-20,2025-07-26,30,2025,Hepatitis B (chronic),8
10368,2025-07-20,2025-07-26,30,2025,Hepatitis C (acute),0
10369,2025-07-20,2025-07-26,30,2025,HUS,0
10370,2025-07-20,2025-07-26,30,2025,Legionellosis,1
10371,2025-07-20,2025-07-26,30,2025,Listeriosis,0
10372,2025-07-20,2025-07-26,30,2025,Meningococcal disease,0
10373,2025-07-20,2025-07-26,30,2025,Mpox,0
10374,2025-07-20,2025-07-26,30,2025,Pertussis,18
10375,2025-07-20,2025-07-26,30,2025,Pesticide Poisoning,1
10376,2025-07-20,2025-07-26,30,2025,Shigellosis,7
10377,2025-07-20,2025-07-26,30,2025,West Nile virus,0
10378,2025-07-27,2025-08-02,31,2025,Campylobacteriosis,39
10379,2025-07-27,2025-08-02,31,2025,Chlamydia,218
10380,2025-07-27,2025-08-02,31,2025,E. coli (STEC),20
10381,2025-07-27,2025-08-02,31,2025,Early syphilis,7
10382,2025-07-27,2025-08-02,31,2025,Extrapulmonary NTM,3
10383,2025-07-27,2025-08-02,31,2025,Haemophilus influenzae,1
10384,2025-07-27,2025-08-02,31,2025,Hepatitis C (chronic),59
10385,2025-07-27,2025-08-02,31,2025,HIV,5
10386,2025-07-27,2025-08-02,31,2025,Malaria,0
10387,2025-07-27,2025-08-02,31,2025,Measles,0
10388,2025-08-03,2025-08-09,32,2025,Coccidioidomycosis,0
10389,2025-08-03,2025-08-09,32,2025,Congenital syphilis,2
10390,2025-08-03,2025-08-09,32,2025,Cryptosporidiosis,3
10391,2025-08-03,2025-08-09,32,2025,Gonorrhea,79
10392,2025-08-03,2025-08-09,32,2025,Hepatitis A,0
10393,2025-08-03,2025-08-09,32,2025,HUS,2
10394,2025-08-03,2025-08-09,32,2025,Listeriosis,0
10395,2025-08-03,2025-08-09,32,2025,Mumps,0
10396,2025-08-03,2025-08-09,32,2025,Pesticide Poisoning,3
10397,2025-08-03,2025-08-09,32,2025,Vibriosis,4
10398,2025-08-03,2025-08-09,32,2025,Yersiniosis,0
10399,2025-08-10,2025-08-16,33,2025,Adult lead poisoning,5
10400,2025-08-10,2025-08-16,33,2025,Campylobacteriosis,34
10401,2025-08-10,2025-08-16,33,2025,Childhood lead poisoning,3
10402,2025-08-10,2025-08-16,33,2025,Haemophilus influenzae,0
10403,2025-08-10,2025-08-16,33,2025,HIV,8
10404,2025-08-10,2025-08-16,33,2025,Legionellosis,0
10405,2025-08-10,2025-08-16,33,2025,Lyme disease,0
10406,2025-08-10,2025-08-16,33,2025,West Nile virus,0
10407,2025-08-17,2025-08-23,34,2025,Coccidioidomycosis,0
10408,2025-02-16,2025-02-22,8,2025,E. coli (STEC),5
10409,2025-02-16,2025-02-22,8,2025,Extrapulmonary NTM,1
10410,2025-02-16,2025-02-22,8,2025,Giardiasis,9
10411,2025-02-16,2025-02-22,8,2025,Hepatitis C (chronic),69
10412,2025-02-16,2025-02-22,8,2025,Salmonellosis,7
10413,2025-02-23,2025-03-01,9,2025,Congenital syphilis,0
10414,2025-02-23,2025-03-01,9,2025,Cryptosporidiosis,2
10415,2025-02-23,2025-03-01,9,2025,Gonorrhea,86
10416,2025-02-23,2025-03-01,9,2025,Hepatitis B (acute),0
10417,2025-02-23,2025-03-01,9,2025,HUS,0
10418,2025-02-23,2025-03-01,9,2025,Listeriosis,0
10419,2025-02-23,2025-03-01,9,2025,Mpox,0
10420,2025-02-23,2025-03-01,9,2025,Pertussis,30
10421,2025-02-23,2025-03-01,9,2025,Pesticide Poisoning,1
10422,2025-02-23,2025-03-01,9,2025,Vibriosis,0
10423,2025-03-02,2025-03-08,10,2025,Campylobacteriosis,22
10424,2025-03-02,2025-03-08,10,2025,Childhood lead poisoning,3
10425,2025-03-02,2025-03-08,10,2025,Chlamydia,249
10426,2025-03-02,2025-03-08,10,2025,Early syphilis,14
10427,2025-03-02,2025-03-08,10,2025,Haemophilus influenzae,3
10428,2025-03-02,2025-03-08,10,2025,Hepatitis C (chronic),53
10429,2025-03-02,2025-03-08,10,2025,HIV,7
10430,2025-03-02,2025-03-08,10,2025,Malaria,0
10431,2025-03-02,2025-03-08,10,2025,Measles,0
10432,2025-03-09,2025-03-15,11,2025,Coccidioidomycosis,1
10433,2025-03-09,2025-03-15,11,2025,CRE,6
10434,2025-03-09,2025-03-15,11,2025,Giardiasis,3
10435,2025-03-09,2025-03-15,11,2025,Gonorrhea,81
10436,2025-03-09,2025-03-15,11,2025,Hepatitis A,0
10437,2025-03-09,2025-03-15,11,2025,Mumps,0
10438,2025-03-09,2025-03-15,11,2025,Salmonellosis,9
10439,2025-03-09,2025-03-15,11,2025,Tuberculosis,1
10440,2025-03-09,2025-03-15,11,2025,Vibriosis,1
10441,2025-03-09,2025-03-15,11,2025,Yersiniosis,3
10442,2025-03-16,2025-03-22,12,2025,Adult lead poisoning,11
10443,2025-03-16,2025-03-22,12,2025,Childhood lead poisoning,3
10444,2025-03-16,2025-03-22,12,2025,Hepatitis B (chronic),9
10445,2025-03-16,2025-03-22,12,2025,Hepatitis C (acute),0
10446,2025-03-16,2025-03-22,12,2025,Legionellosis,0
10447,2025-03-16,2025-03-22,12,2025,Lyme disease,0
10448,2025-03-16,2025-03-22,12,2025,Meningococcal disease,0
10449,2025-03-16,2025-03-22,12,2025,Shigellosis,6
10450,2024-10-06,2024-10-12,41,2024,Congenital syphilis,0
10451,2024-10-06,2024-10-12,41,2024,Early syphilis,14
10452,2024-10-06,2024-10-12,41,2024,Gonorrhea,107
10453,2024-10-06,2024-10-12,41,2024,Hepatitis A,1
10454,2024-10-06,2024-10-12,41,2024,Hepatitis C (chronic),49
10455,2024-10-06,2024-10-12,41,2024,HUS,0
10456,2024-10-06,2024-10-12,41,2024,Listeriosis,1
10457,2024-10-06,2024-10-12,41,2024,Malaria,1
10458,2024-10-06,2024-10-12,41,2024,Measles,0
10459,2024-10-06,2024-10-12,41,2024,Yersiniosis,1
10460,2024-10-13,2024-10-19,42,2024,Campylobacteriosis,27
10461,2024-10-13,2024-10-19,42,2024,Childhood lead poisoning,8
10462,2024-10-13,2024-10-19,42,2024,Chlamydia,260
10463,2024-10-13,2024-10-19,42,2024,Early syphilis,11
10464,2024-10-13,2024-10-19,42,2024,Gonorrhea,97
10465,2024-10-13,2024-10-19,42,2024,Hepatitis A,0
10466,2024-10-13,2024-10-19,42,2024,Hepatitis C (chronic),63
10467,2024-10-13,2024-10-19,42,2024,Listeriosis,0
10468,2024-10-13,2024-10-19,42,2024,Malaria,0
10469,2024-10-13,2024-10-19,42,2024,Measles,0
10470,2024-10-13,2024-10-19,42,2024,Mumps,0
10471,2024-10-13,2024-10-19,42,2024,Yersiniosis,1
10472,2024-10-20,2024-10-26,43,2024,Childhood lead poisoning,10
10473,2024-10-20,2024-10-26,43,2024,CRE,5
10474,2024-10-20,2024-10-26,43,2024,Giardiasis,9
10475,2024-10-20,2024-10-26,43,2024,Gonorrhea,90
10476,2024-10-20,2024-10-26,43,2024,Hepatitis A,0
10477,2024-10-20,2024-10-26,43,2024,Legionellosis,1
10478,2024-10-20,2024-10-26,43,2024,Mumps,0
10479,2024-10-20,2024-10-26,43,2024,Yersiniosis,2
10480,2024-10-27,2024-11-02,44,2024,CRE,3
10481,2024-10-27,2024-11-02,44,2024,Extrapulmonary NTM,1
10482,2024-10-27,2024-11-02,44,2024,Giardiasis,6
10483,2024-10-27,2024-11-02,44,2024,Hepatitis B (acute),0
10484,2024-10-27,2024-11-02,44,2024,Legionellosis,1
10485,2024-10-27,2024-11-02,44,2024,Mpox,0
10486,2024-10-27,2024-11-02,44,2024,Pertussis,49
10487,2024-11-03,2024-11-09,45,2024,Cryptosporidiosis,3
10488,2024-11-03,2024-11-09,45,2024,Extrapulmonary NTM,0
10489,2024-11-03,2024-11-09,45,2024,Hepatitis B (acute),0
10490,2024-11-03,2024-11-09,45,2024,Legionellosis,3
10491,2024-11-03,2024-11-09,45,2024,Mpox,0
10492,2024-11-03,2024-11-09,45,2024,Pertussis,39
10493,2024-11-10,2024-11-16,46,2024,Cryptosporidiosis,2
10494,2024-11-10,2024-11-16,46,2024,Extrapulmonary NTM,0
10495,2024-11-10,2024-11-16,46,2024,Hepatitis B (acute),0
10496,2024-11-10,2024-11-16,46,2024,HIV,4
10497,2024-11-10,2024-11-16,46,2024,Mpox,0
10498,2024-11-10,2024-11-16,46,2024,Pertussis,33
10499,2024-11-10,2024-11-16,46,2024,Pesticide Poisoning,0
10500,2024-11-10,2024-11-16,46,2024,Vibriosis,0
10501,2024-11-17,2024-11-23,47,2024,Coccidioidomycosis,0
10502,2025-07-20,2025-07-26,30,2025,Giardiasis,6
10503,2025-07-20,2025-07-26,30,2025,Gonorrhea,69
10504,2025-07-20,2025-07-26,30,2025,Hepatitis A,1
10505,2025-07-20,2025-07-26,30,2025,Malaria,0
10506,2025-07-20,2025-07-26,30,2025,Measles,0
10507,2025-07-20,2025-07-26,30,2025,Mumps,0
10508,2025-07-20,2025-07-26,30,2025,Yersiniosis,1
10509,2025-07-27,2025-08-02,31,2025,Childhood lead poisoning,3
10510,2025-07-27,2025-08-02,31,2025,CRE,6
10511,2025-07-27,2025-08-02,31,2025,Giardiasis,8
10512,2025-07-27,2025-08-02,31,2025,Hepatitis A,0
10513,2025-07-27,2025-08-02,31,2025,Legionellosis,1
10514,2025-07-27,2025-08-02,31,2025,Mumps,0
10515,2025-07-27,2025-08-02,31,2025,Yersiniosis,3
10516,2025-08-03,2025-08-09,32,2025,CRE,7
10517,2025-08-03,2025-08-09,32,2025,Extrapulmonary NTM,0
10518,2025-08-03,2025-08-09,32,2025,Giardiasis,5
10519,2025-08-03,2025-08-09,32,2025,Hepatitis B (acute),0
10520,2025-08-03,2025-08-09,32,2025,Legionellosis,0
10521,2025-08-03,2025-08-09,32,2025,Mpox,0
10522,2025-08-03,2025-08-09,32,2025,Pertussis,24
10523,2025-08-10,2025-08-16,33,2025,Cryptosporidiosis,8
10524,2025-08-10,2025-08-16,33,2025,Extrapulmonary NTM,1
10525,2025-08-10,2025-08-16,33,2025,Hepatitis B (acute),0
10526,2025-08-10,2025-08-16,33,2025,Mpox,0
10527,2025-08-10,2025-08-16,33,2025,Pertussis,24
10528,2025-08-10,2025-08-16,33,2025,Pesticide Poisoning,4
10529,2025-08-17,2025-08-23,34,2025,Cryptosporidiosis,3
10530,2025-08-17,2025-08-23,34,2025,Extrapulmonary NTM,1
10531,2025-08-17,2025-08-23,34,2025,Haemophilus influenzae,1
10532,2025-08-17,2025-08-23,34,2025,Hepatitis B (acute),0
10533,2025-08-17,2025-08-23,34,2025,HIV,3
10534,2025-08-17,2025-08-23,34,2025,Mpox,0
10535,2025-08-17,2025-08-23,34,2025,Pertussis,24
10536,2025-08-17,2025-08-23,34,2025,Pesticide Poisoning,3
10537,2025-08-17,2025-08-23,34,2025,Vibriosis,5
10538,2025-08-24,2025-08-30,35,2025,Coccidioidomycosis,2
10539,2025-08-24,2025-08-30,35,2025,Haemophilus influenzae,2
10540,2025-08-24,2025-08-30,35,2025,HIV,1
10541,2025-08-24,2025-08-30,35,2025,Pesticide Poisoning,2
10542,2025-08-24,2025-08-30,35,2025,Vibriosis,3
10543,2025-08-31,2025-09-06,36,2025,Adult lead poisoning,1
10544,2025-08-17,2025-08-23,34,2025,CRE,4
10545,2025-08-17,2025-08-23,34,2025,Cryptococcosis,2
10546,2025-08-17,2025-08-23,34,2025,E. coli (STEC),14
10547,2025-08-17,2025-08-23,34,2025,Giardiasis,10
10548,2025-08-17,2025-08-23,34,2025,Mumps,0
10549,2025-08-17,2025-08-23,34,2025,Salmonellosis,15
10550,2025-08-17,2025-08-23,34,2025,Tuberculosis,2
10551,2025-08-17,2025-08-23,34,2025,Yersiniosis,1
10552,2025-08-24,2025-08-30,35,2025,Adult lead poisoning,1
10553,2025-08-24,2025-08-30,35,2025,Cryptosporidiosis,1
10554,2025-08-24,2025-08-30,35,2025,Hepatitis B (acute),0
10555,2025-08-24,2025-08-30,35,2025,Hepatitis B (chronic),8
10556,2025-08-24,2025-08-30,35,2025,Hepatitis C (acute),0
10557,2025-08-24,2025-08-30,35,2025,HUS,0
10558,2025-08-24,2025-08-30,35,2025,Legionellosis,1
10559,2025-08-24,2025-08-30,35,2025,Lyme disease,2
10560,2025-08-24,2025-08-30,35,2025,Meningococcal disease,0
10561,2025-08-24,2025-08-30,35,2025,Mpox,0
10562,2025-08-24,2025-08-30,35,2025,Pertussis,12
10563,2025-08-24,2025-08-30,35,2025,Shigellosis,4
10564,2025-08-24,2025-08-30,35,2025,West Nile virus,1
10565,2025-08-31,2025-09-06,36,2025,Campylobacteriosis,40
10566,2025-08-31,2025-09-06,36,2025,Chlamydia,203
10567,2025-08-31,2025-09-06,36,2025,E. coli (STEC),11
10568,2025-08-31,2025-09-06,36,2025,Early syphilis,8
10569,2025-08-31,2025-09-06,36,2025,Extrapulmonary NTM,2
10570,2025-08-31,2025-09-06,36,2025,Hepatitis C (chronic),40
10571,2025-08-31,2025-09-06,36,2025,Malaria,0
10572,2025-08-31,2025-09-06,36,2025,Measles,0
10573,2025-09-07,2025-09-13,37,2025,Congenital syphilis,0
10574,2025-09-07,2025-09-13,37,2025,Cryptosporidiosis,5
10575,2025-09-07,2025-09-13,37,2025,Gonorrhea,89
10576,2025-09-07,2025-09-13,37,2025,Hepatitis A,0
10577,2025-09-07,2025-09-13,37,2025,HUS,1
10578,2025-09-07,2025-09-13,37,2025,Listeriosis,0
10579,2025-09-07,2025-09-13,37,2025,Mumps,0
10580,2025-09-07,2025-09-13,37,2025,Pesticide Poisoning,4
10581,2025-09-07,2025-09-13,37,2025,Vibriosis,1
10582,2025-09-07,2025-09-13,37,2025,Yersiniosis,1
10583,2025-09-14,2025-09-20,38,2025,Adult lead poisoning,4
10584,2025-09-14,2025-09-20,38,2025,Campylobacteriosis,32
10585,2025-09-14,2025-09-20,38,2025,Childhood lead poisoning,3
10586,2024-11-17,2024-11-23,47,2024,Cryptosporidiosis,1
10587,2024-11-17,2024-11-23,47,2024,Haemophilus influenzae,1
10588,2024-11-17,2024-11-23,47,2024,HIV,1
10589,2024-11-17,2024-11-23,47,2024,Pesticide Poisoning,0
10590,2024-11-17,2024-11-23,47,2024,Vibriosis,1
10591,2024-11-24,2024-11-30,48,2024,Adult lead poisoning,1
10592,2024-11-24,2024-11-30,48,2024,Coccidioidomycosis,2
10593,2024-11-24,2024-11-30,48,2024,Cryptococcosis,0
10594,2024-11-24,2024-11-30,48,2024,Haemophilus influenzae,2
10595,2024-11-24,2024-11-30,48,2024,HIV,8
10596,2024-11-24,2024-11-30,48,2024,Lyme disease,1
10597,2024-11-24,2024-11-30,48,2024,Salmonellosis,4
10598,2024-11-24,2024-11-30,48,2024,Tuberculosis,1
